sample,relpath,obfuscation_transformation,pipeline_depth,mutant_id,size_orig,size_obf,call_ind_orig,call_ind_obf,max_nesting_orig,max_nesting_obf,obf_time,valid_orig,valid_obf,run_time_orig,run_orig,run_time_obf,run_obf,disassembly_ok_orig,disassembly_ok_obf,wat_similarity,cfg_similarity,spec_valid_orig,spec_valid_obf,semantic_equivalence_bool,spec_violation_count,undefined_behavior_risk,spec_errors_orig,spec_errors_obf
1b-1-2-1-0-dc-1-0-1.wasm,nameOB/1b-1-2-1-0-dc-1-0-1.wasm,shift_transformation,1,pipe14,26208,25501,13,13,4,4,3273.71,yes,yes,12.56,ok,58.15,err,yes,yes,98.43,100.0,no,no,no,2,yes,string:1.1-1.197: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-1-2-1-0-dc-1-0-1.wasm: No such file or directory,file_not_found
1b-1-1-1-1-gtsum127-1-0-1.wasm,nameOB/1b-1-1-1-1-gtsum127-1-0-1.wasm,direct_to_indirect,1,pipe12,26189,25952,13,169,4,4,3216.9,yes,yes,12.3,ok,54.88,err,yes,yes,98.39,100.0,no,no,no,2,yes,string:1.1-1.203: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-1-1-1-1-gtsum127-1-0-1.wasm: No such file or directory,file_not_found
perfect.wasm,nameOB/perfect.wasm,constant_value_transformation,1,pipe19,26340,32981,13,13,4,4,3513.92,yes,yes,11.14,ok,55.15,err,yes,yes,85.6,100.0,no,no,no,2,yes,string:1.1-1.185: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/perfect.wasm: No such file or directory,file_not_found
1b-1-2-1-0-dc-1-0-1.wasm,nameOB/1b-1-2-1-0-dc-1-0-1.wasm,add_sub_transformation,1,pipe13,26208,25443,13,13,4,4,3515.23,yes,yes,12.56,ok,71.85,err,yes,yes,99.42,100.0,no,no,no,2,yes,string:1.1-1.197: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-1-2-1-0-dc-1-0-1.wasm: No such file or directory,file_not_found
1b-1-2-1-0-dc-1-0-1.wasm,nameOB/1b-1-2-1-0-dc-1-0-1.wasm,eqz_transformation,1,pipe15,26208,25708,13,13,4,4,3303.75,yes,yes,12.56,ok,67.13,err,yes,yes,98.99,100.0,no,no,no,2,yes,string:1.1-1.197: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-1-2-1-0-dc-1-0-1.wasm: No such file or directory,file_not_found
binarymult.wasm,nameOB/binarymult.wasm,data_insertion,1,pipe7,27049,161642,13,13,4,4,3434.61,yes,yes,10.39,ok,169.48,err,yes,yes,77.93,100.0,no,no,no,2,yes,string:1.1-1.188: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/binarymult.wasm: No such file or directory,file_not_found
nohash.wasm,nameOB/nohash.wasm,offset_expansion,1,pipe16,26095,28631,13,13,4,4,3054.87,yes,yes,11.8,ok,57.38,err,yes,yes,90.22,100.0,no,no,no,2,yes,string:1.1-1.184: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/nohash.wasm: No such file or directory,file_not_found
binarymult.wasm,nameOB/binarymult.wasm,function_body_cloning,1,pipe3,27049,26273,13,13,4,4,3194.2,yes,yes,10.39,ok,72.63,err,yes,yes,99.6,100.0,no,no,no,2,yes,string:1.1-1.188: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/binarymult.wasm: No such file or directory,file_not_found
1b-1-1-1-1-gtsum127-1-0-1.wasm,nameOB/1b-1-1-1-1-gtsum127-1-0-1.wasm,eqz_transformation,1,pipe15,26189,25689,13,13,4,4,2813.7,yes,yes,12.3,ok,54.76,err,yes,yes,98.93,100.0,no,no,no,2,yes,string:1.1-1.203: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-1-1-1-1-gtsum127-1-0-1.wasm: No such file or directory,file_not_found
binarymult.wasm,nameOB/binarymult.wasm,import_insertion,1,pipe1,27049,28923,13,13,4,4,3197.25,yes,yes,10.39,ok,151.03,err,yes,yes,98.8,100.0,no,no,no,2,yes,string:1.1-1.188: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/binarymult.wasm: No such file or directory,file_not_found
binarymult.wasm,nameOB/binarymult.wasm,global_insertion,1,pipe4,27049,27201,13,13,4,4,3059.52,yes,yes,10.39,ok,158.14,err,yes,yes,98.9,100.0,no,no,no,2,yes,string:1.1-1.188: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/binarymult.wasm: No such file or directory,file_not_found
binarymult.wasm,nameOB/binarymult.wasm,data_encryption,1,pipe8,27049,26727,13,13,4,8,3019.56,yes,yes,10.39,ok,66.46,err,yes,yes,98.06,100.0,no,no,no,2,yes,string:1.1-1.188: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/binarymult.wasm: No such file or directory,file_not_found
binarymult.wasm,nameOB/binarymult.wasm,function_sig_insertion,1,pipe0,27049,27456,13,13,4,4,3121.32,yes,yes,10.39,ok,171.21,err,yes,yes,95.22,100.0,no,no,no,2,yes,string:1.1-1.188: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/binarymult.wasm: No such file or directory,file_not_found
binarymult.wasm,nameOB/binarymult.wasm,element_insertion,1,pipe5,27049,27113,13,13,4,4,2877.15,yes,yes,10.39,ok,156.66,err,yes,yes,98.99,100.0,no,no,no,2,yes,string:1.1-1.188: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/binarymult.wasm: No such file or directory,file_not_found
binarymult.wasm,nameOB/binarymult.wasm,export_insertion,1,pipe6,27049,28953,13,13,4,4,3015.98,yes,yes,10.39,ok,137.35,err,yes,yes,99.01,100.0,no,no,no,2,yes,string:1.1-1.188: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/binarymult.wasm: No such file or directory,file_not_found
floyd.wasm,nameOB/floyd.wasm,nop_insertion,1,pipe9,26513,35427,13,13,4,4,4577.1,yes,yes,11.47,ok,75.37,err,yes,yes,75.47,100.0,no,no,no,2,yes,string:1.1-1.183: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/floyd.wasm: No such file or directory,file_not_found
1b-1-1-1-1-gtsum127-1-0-1.wasm,nameOB/1b-1-1-1-1-gtsum127-1-0-1.wasm,add_sub_transformation,1,pipe13,26189,25424,13,13,4,4,3154.18,yes,yes,12.3,ok,55.42,err,yes,yes,99.44,100.0,no,no,no,2,yes,string:1.1-1.203: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-1-1-1-1-gtsum127-1-0-1.wasm: No such file or directory,file_not_found
1b-1-1-1-1-gtsum127-1-0-1.wasm,nameOB/1b-1-1-1-1-gtsum127-1-0-1.wasm,shift_transformation,1,pipe14,26189,25482,13,13,4,4,3073.37,yes,yes,12.3,ok,61.37,err,yes,yes,98.36,100.0,no,no,no,2,yes,string:1.1-1.203: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-1-1-1-1-gtsum127-1-0-1.wasm: No such file or directory,file_not_found
elfhash.wasm,nameOB/elfhash.wasm,data_insertion,1,pipe7,26418,173893,13,13,4,4,3561.5,yes,yes,11.91,ok,183.48,err,yes,yes,75.66,100.0,no,no,no,2,yes,string:1.1-1.185: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/elfhash.wasm: No such file or directory,file_not_found
binarymult.wasm,nameOB/binarymult.wasm,direct_to_indirect,1,pipe12,27049,26803,13,169,4,4,3193.82,yes,yes,10.39,ok,75.7,err,yes,yes,98.5,100.0,no,no,no,2,yes,string:1.1-1.188: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/binarymult.wasm: No such file or directory,file_not_found
1b-1-1-1-1-gtsum127-1-0-1.wasm,nameOB/1b-1-1-1-1-gtsum127-1-0-1.wasm,mba_transformation,1,pipe17,26189,27184,13,13,4,4,2947.84,yes,yes,12.3,ok,141.25,err,yes,yes,95.36,100.0,no,no,no,2,yes,string:1.1-1.203: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-1-1-1-1-gtsum127-1-0-1.wasm: No such file or directory,file_not_found
elfhash.wasm,nameOB/elfhash.wasm,function_body_cloning,1,pipe3,26418,25642,13,13,4,4,3272.38,yes,yes,11.91,ok,73.57,err,yes,yes,99.6,100.0,no,no,no,2,yes,string:1.1-1.185: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/elfhash.wasm: No such file or directory,file_not_found
16b-1-1-0-0-dc-2-1-1.wasm,nameOB/16b-1-1-0-0-dc-2-1-1.wasm,function_insertion,1,pipe2,26287,84750,13,13,4,4,3277.66,yes,yes,12.71,ok,223.13,err,yes,yes,41.91,100.0,no,no,no,2,yes,string:1.1-1.198: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/16b-1-1-0-0-dc-2-1-1.wasm: No such file or directory,file_not_found
binarymult.wasm,nameOB/binarymult.wasm,constant_value_splitting,1,pipe18,27049,26273,13,13,4,4,3547.08,yes,yes,10.39,ok,67.87,err,yes,yes,99.6,100.0,no,no,no,2,yes,string:1.1-1.188: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/binarymult.wasm: No such file or directory,file_not_found
stringtoASCII.wasm,nameOB/stringtoASCII.wasm,constant_value_transformation,1,pipe19,26256,32909,13,13,4,4,3134.49,yes,yes,11.37,ok,67.28,err,yes,yes,85.53,100.0,no,no,no,2,yes,string:1.1-1.191: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/stringtoASCII.wasm: No such file or directory,file_not_found
elfhash.wasm,nameOB/elfhash.wasm,function_sig_insertion,1,pipe0,26418,26824,13,13,4,4,3210.52,yes,yes,11.91,ok,164.7,err,yes,yes,98.53,100.0,no,no,no,2,yes,string:1.1-1.185: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/elfhash.wasm: No such file or directory,file_not_found
elfhash.wasm,nameOB/elfhash.wasm,element_insertion,1,pipe5,26418,26482,13,13,4,4,2577.08,yes,yes,11.91,ok,159.43,err,yes,yes,98.98,100.0,no,no,no,2,yes,string:1.1-1.185: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/elfhash.wasm: No such file or directory,file_not_found
elfhash.wasm,nameOB/elfhash.wasm,export_insertion,1,pipe6,26418,28487,13,13,4,4,3600.9,yes,yes,11.91,ok,157.8,err,yes,yes,98.97,100.0,no,no,no,2,yes,string:1.1-1.185: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/elfhash.wasm: No such file or directory,file_not_found
elfhash.wasm,nameOB/elfhash.wasm,import_insertion,1,pipe1,26418,28372,13,13,4,4,3482.08,yes,yes,11.91,ok,174.02,err,yes,yes,98.75,100.0,no,no,no,2,yes,string:1.1-1.185: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/elfhash.wasm: No such file or directory,file_not_found
1b-4-1-0-0-dc-1-1-0.wasm,nameOB/1b-4-1-0-0-dc-1-1-0.wasm,nop_insertion,1,pipe9,26069,34862,13,13,4,4,4538.66,yes,yes,10.19,ok,58.31,err,yes,yes,75.42,100.0,no,no,no,2,yes,string:1.1-1.197: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-4-1-0-0-dc-1-1-0.wasm: No such file or directory,file_not_found
binarymult.wasm,nameOB/binarymult.wasm,shift_transformation,1,pipe14,27049,26332,13,13,4,4,3444.1,yes,yes,10.39,ok,68.4,err,yes,yes,98.46,100.0,no,no,no,2,yes,string:1.1-1.188: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/binarymult.wasm: No such file or directory,file_not_found
elfhash.wasm,nameOB/elfhash.wasm,direct_to_indirect,1,pipe12,26418,26175,13,170,4,4,2749.14,yes,yes,11.91,ok,53.6,err,yes,yes,98.44,100.0,no,no,no,2,yes,string:1.1-1.185: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/elfhash.wasm: No such file or directory,file_not_found
elfhash.wasm,nameOB/elfhash.wasm,global_insertion,1,pipe4,26418,26590,13,13,4,4,3056.92,yes,yes,11.91,ok,149.98,err,yes,yes,98.86,100.0,no,no,no,2,yes,string:1.1-1.185: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/elfhash.wasm: No such file or directory,file_not_found
1b-1-2-1-0-dc-1-0-1.wasm,nameOB/1b-1-2-1-0-dc-1-0-1.wasm,offset_expansion,1,pipe16,26208,28816,13,13,4,4,3204.3,yes,yes,12.56,ok,78.4,err,yes,yes,90.1,100.0,no,no,no,2,yes,string:1.1-1.197: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-1-2-1-0-dc-1-0-1.wasm: No such file or directory,file_not_found
16b-1-1-0-0-dc-2-1-1.wasm,nameOB/16b-1-1-0-0-dc-2-1-1.wasm,constant_value_transformation,1,pipe19,26287,32928,13,13,4,4,2920.72,yes,yes,12.71,ok,52.51,err,yes,yes,85.66,100.0,no,no,no,2,yes,string:1.1-1.198: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/16b-1-1-0-0-dc-2-1-1.wasm: No such file or directory,file_not_found
binaryadd.wasm,nameOB/binaryadd.wasm,data_insertion,1,pipe7,26738,172743,13,13,4,4,3464.89,yes,yes,11.28,ok,155.24,err,yes,yes,76.55,100.0,no,no,no,2,yes,string:1.1-1.187: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/binaryadd.wasm: No such file or directory,file_not_found
elfhash.wasm,nameOB/elfhash.wasm,data_encryption,1,pipe8,26418,26096,13,13,4,6,3150.96,yes,yes,11.91,ok,57.45,err,yes,yes,98.0,100.0,no,no,no,2,yes,string:1.1-1.185: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/elfhash.wasm: No such file or directory,file_not_found
1b-1-2-1-0-dc-1-0-1.wasm,nameOB/1b-1-2-1-0-dc-1-0-1.wasm,function_insertion,1,pipe2,26208,72894,13,13,4,4,3313.01,yes,yes,12.56,ok,175.29,err,yes,yes,49.21,100.0,no,no,no,2,yes,string:1.1-1.197: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-1-2-1-0-dc-1-0-1.wasm: No such file or directory,file_not_found
binarymult.wasm,nameOB/binarymult.wasm,eqz_transformation,1,pipe15,27049,26547,13,13,4,4,3218.26,yes,yes,10.39,ok,64.15,err,yes,yes,99.01,100.0,no,no,no,2,yes,string:1.1-1.188: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/binarymult.wasm: No such file or directory,file_not_found
1b-1-1-1-1-gtsum127-1-0-1.wasm,nameOB/1b-1-1-1-1-gtsum127-1-0-1.wasm,offset_expansion,1,pipe16,26189,28790,13,13,4,4,3318.56,yes,yes,12.3,ok,67.73,err,yes,yes,90.01,100.0,no,no,no,2,yes,string:1.1-1.203: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-1-1-1-1-gtsum127-1-0-1.wasm: No such file or directory,file_not_found
binarymult.wasm,nameOB/binarymult.wasm,add_sub_transformation,1,pipe13,27049,26274,13,13,4,4,3241.65,yes,yes,10.39,ok,61.08,err,yes,yes,99.43,100.0,no,no,no,2,yes,string:1.1-1.188: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/binarymult.wasm: No such file or directory,file_not_found
elfhash.wasm,nameOB/elfhash.wasm,constant_value_splitting,1,pipe18,26418,25642,13,13,4,4,3245.34,yes,yes,11.91,ok,66.42,err,yes,yes,99.6,100.0,no,no,no,2,yes,string:1.1-1.185: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/elfhash.wasm: No such file or directory,file_not_found
binarymult.wasm,nameOB/binarymult.wasm,mba_transformation,1,pipe17,27049,28034,13,13,4,4,3155.39,yes,yes,10.39,ok,166.07,err,yes,yes,95.51,100.0,no,no,no,2,yes,string:1.1-1.188: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/binarymult.wasm: No such file or directory,file_not_found
binaryadd.wasm,nameOB/binaryadd.wasm,function_body_cloning,1,pipe3,26738,25972,13,13,4,4,3297.28,yes,yes,11.28,ok,58.01,err,yes,yes,99.6,100.0,no,no,no,2,yes,string:1.1-1.187: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/binaryadd.wasm: No such file or directory,file_not_found
binaryadd.wasm,nameOB/binaryadd.wasm,import_insertion,1,pipe1,26738,28523,13,13,4,4,2594.76,yes,yes,11.28,ok,166.37,err,yes,yes,98.8,100.0,no,no,no,2,yes,string:1.1-1.187: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/binaryadd.wasm: No such file or directory,file_not_found
binaryadd.wasm,nameOB/binaryadd.wasm,export_insertion,1,pipe6,26738,28974,13,13,4,4,3861.98,yes,yes,11.28,ok,190.52,err,yes,yes,98.96,100.0,no,no,no,2,yes,string:1.1-1.187: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/binaryadd.wasm: No such file or directory,file_not_found
binaryadd.wasm,nameOB/binaryadd.wasm,function_sig_insertion,1,pipe0,26738,27138,13,13,4,4,3174.86,yes,yes,11.28,ok,184.83,err,yes,yes,98.59,100.0,no,no,no,2,yes,string:1.1-1.187: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/binaryadd.wasm: No such file or directory,file_not_found
nohash.wasm,nameOB/nohash.wasm,constant_value_transformation,1,pipe19,26095,32720,13,13,4,4,3223.85,yes,yes,11.8,ok,52.34,err,yes,yes,85.47,100.0,no,no,no,2,yes,string:1.1-1.184: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/nohash.wasm: No such file or directory,file_not_found
binaryadd.wasm,nameOB/binaryadd.wasm,data_encryption,1,pipe8,26738,26425,13,13,4,4,3259.18,yes,yes,11.28,ok,61.42,err,yes,yes,97.98,100.0,no,no,no,2,yes,string:1.1-1.187: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/binaryadd.wasm: No such file or directory,file_not_found
elfhash.wasm,nameOB/elfhash.wasm,shift_transformation,1,pipe14,26418,25701,13,13,4,4,3148.06,yes,yes,11.91,ok,65.18,err,yes,yes,98.43,100.0,no,no,no,2,yes,string:1.1-1.185: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/elfhash.wasm: No such file or directory,file_not_found
binaryadd.wasm,nameOB/binaryadd.wasm,global_insertion,1,pipe4,26738,26914,13,13,4,4,3052.55,yes,yes,11.28,ok,194.7,err,yes,yes,98.88,100.0,no,no,no,2,yes,string:1.1-1.187: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/binaryadd.wasm: No such file or directory,file_not_found
perfect.wasm,nameOB/perfect.wasm,nop_insertion,1,pipe9,26340,35239,13,13,4,4,4594.47,yes,yes,11.14,ok,78.31,err,yes,yes,75.44,100.0,no,no,no,2,yes,string:1.1-1.185: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/perfect.wasm: No such file or directory,file_not_found
binaryadd.wasm,nameOB/binaryadd.wasm,element_insertion,1,pipe5,26738,26812,13,13,4,4,3379.74,yes,yes,11.28,ok,180.01,err,yes,yes,98.99,100.0,no,no,no,2,yes,string:1.1-1.187: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/binaryadd.wasm: No such file or directory,file_not_found
elfhash.wasm,nameOB/elfhash.wasm,add_sub_transformation,1,pipe13,26418,25643,13,13,4,4,3431.94,yes,yes,11.91,ok,71.91,err,yes,yes,99.45,100.0,no,no,no,2,yes,string:1.1-1.185: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/elfhash.wasm: No such file or directory,file_not_found
sdbmhash.wasm,nameOB/sdbmhash.wasm,nop_insertion,1,pipe9,26331,35232,13,13,4,4,4679.04,yes,yes,11.71,ok,56.49,err,yes,yes,75.46,100.0,no,no,no,2,yes,string:1.1-1.186: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/sdbmhash.wasm: No such file or directory,file_not_found
binaryadd.wasm,nameOB/binaryadd.wasm,direct_to_indirect,1,pipe12,26738,26504,13,170,4,4,3332.17,yes,yes,11.28,ok,66.52,err,yes,yes,98.46,100.0,no,no,no,2,yes,string:1.1-1.187: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/binaryadd.wasm: No such file or directory,file_not_found
